userId	stats
20668	297,3.65
20669	38,4.29
2067	50,3.42
20670	22,3.84
20671	137,4.26
20672	70,3.39
20673	49,2.48
20674	26,3.48
20675	186,3.31
20676	174,3.41
20677	20,3.55
20678	109,3.87
20679	46,3.83
2068	452,4.02
20680	52,4.27
20681	44,3.70
20682	64,3.09
20683	64,3.22
20684	312,3.54
20685	370,3.46
20686	77,3.52
20687	38,3.50
20688	58,3.95
20689	159,3.12
2069	45,3.79
20690	100,3.62
20691	189,3.75
20692	36,3.63
20693	302,3.33
20694	23,3.91
20695	30,3.23
20696	208,2.94
20697	80,3.26
20698	34,3.12
20699	31,3.95
207	56,2.93
2070	225,4.03
20700	32,3.14
20701	199,3.53
20702	52,4.08
20703	83,3.93
20704	55,4.15
20705	23,2.61
20706	95,3.87
20707	125,3.92
20708	50,4.06
20709	40,4.08
2071	601,3.56
20710	31,2.97
20711	118,3.61
20712	202,3.81
20713	301,3.08
20714	206,2.97
20715	183,3.88
20716	66,4.18
20717	20,2.95
20718	53,3.15
20719	33,3.39
2072	656,3.24
20720	132,4.15
20721	36,4.03
20722	35,3.79
20723	338,3.41
20724	80,4.18
20725	98,4.19
20726	23,3.35
20727	29,3.81
20728	45,3.24
20729	23,2.83
2073	43,3.28
20730	26,3.54
20731	40,4.03
20732	62,3.73
20733	69,3.13
20734	34,3.03
20735	50,3.85
20736	55,3.53
20737	56,3.84
20738	36,4.00
20739	59,4.05
2074	21,3.71
20740	84,4.42
20741	27,3.89
20742	40,3.93
20743	28,4.05
20744	279,2.50
20745	263,4.10
20746	27,3.87
20747	24,3.42
20748	52,3.75
20749	54,3.69
2075	127,3.42
20750	607,3.69
20751	43,3.59
20752	135,3.23
20753	27,4.07
20754	23,3.39
20755	55,4.01
20756	87,3.63
20757	190,3.87
20758	171,3.22
20759	20,3.33
2076	42,3.33
20760	272,3.65
20761	55,3.96
20762	31,3.74
20763	331,3.67
20764	30,3.95
20765	43,3.90
20766	23,4.04
20767	30,3.63
20768	45,3.78
20769	428,3.02
2077	23,3.41
20770	211,3.19
20771	20,3.45
20772	31,4.19
20773	20,4.30
20774	341,2.89
20775	89,3.67
20776	39,4.05
20777	72,3.33
20778	30,3.53
20779	116,3.63
2078	30,4.10
20780	24,3.04
20781	58,3.74
20782	384,3.26
20783	29,3.38
20784	39,4.21
20785	65,4.00
20786	211,3.59
20787	132,3.88
20788	316,3.07
20789	211,3.73
2079	27,3.35
20790	255,3.45
20791	21,3.29
20792	22,2.84
20793	111,3.15
20794	57,2.77
20795	376,3.33
20796	111,3.82
20797	42,3.37
20798	364,3.75
20799	26,4.17
208	1288,3.66
2080	365,3.47
20800	22,3.27
20801	644,3.34
20802	22,3.91
20803	30,3.80
20804	22,3.86
20805	76,3.82
20806	74,3.74
20807	37,3.41
20808	108,3.40
20809	112,3.83
2081	431,3.67
20810	77,3.79
20811	184,3.86
20812	20,3.55
20813	99,3.52
20814	25,2.56
20815	53,4.32
20816	210,3.92
20817	301,4.00
20818	45,3.52
20819	142,4.06
2082	451,3.72
20820	564,3.09
20821	95,3.35
20822	28,3.79
20823	122,4.11
20824	841,3.25
20825	97,2.91
20826	53,4.17
20827	22,3.45
20828	63,3.86
20829	97,4.34
2083	219,3.33
20830	26,3.88
20831	265,3.95
20832	29,4.48
20833	30,3.27
20834	349,2.86
20835	84,3.79
20836	431,3.62
20837	99,3.39
20838	21,4.00
20839	57,3.56
2084	597,1.36
20840	261,3.41
20841	49,3.73
20842	25,4.36
20843	62,3.03
20844	50,4.14
20845	1433,3.44
20846	77,4.07
20847	80,3.24
20848	176,3.88
20849	77,3.47
2085	189,3.20
20850	103,3.57
20851	32,3.28
20852	233,3.83
20853	27,4.52
20854	33,4.18
20855	62,3.76
20856	23,3.96
20857	46,3.48
20858	67,3.87
20859	48,4.42
2086	28,3.36
20860	119,3.67
20861	34,3.09
20862	29,3.79
20863	59,3.83
20864	32,3.61
20865	41,3.91
20866	50,4.11
20867	41,3.46
20868	87,3.51
20869	34,4.12
2087	30,3.80
20870	27,3.93
20871	64,4.02
20872	29,3.76
20873	83,3.99
20874	50,3.36
20875	41,3.54
20876	21,4.12
20877	208,3.08
20878	48,3.67
20879	61,2.98
2088	87,3.31
20880	24,3.25
20881	39,4.41
20882	171,3.61
20883	113,3.68
20884	21,3.14
20885	49,3.73
20886	224,3.19
20887	21,3.90
20888	184,3.56
20889	106,3.29
2089	149,4.32
20890	115,3.23
20891	21,3.67
20892	232,3.58
20893	98,3.29
20894	23,4.41
20895	62,4.10
20896	234,4.00
20897	24,3.56
20898	55,2.52
20899	533,4.04
209	80,3.81
2090	48,3.58
20900	236,3.80
20901	80,3.93
20902	84,3.67
20903	415,3.10
20904	36,3.65
20905	362,3.39
20906	194,3.32
20907	596,3.20
20908	40,4.03
20909	20,3.00
2091	29,4.28
20910	158,3.16
20911	40,4.10
20912	112,3.79
20913	54,3.56
20914	24,3.50
20915	87,3.60
20916	543,3.60
20917	40,3.93
20918	50,3.38
20919	156,3.84
2092	161,3.29
20920	57,3.93
20921	68,2.81
20922	188,3.92
20923	57,3.67
20924	56,3.46
20925	38,3.92
20926	90,3.01
20927	316,3.92
20928	122,4.01
20929	81,4.23
2093	35,3.81
20930	175,3.55
20931	69,4.28
20932	96,3.39
20933	78,3.44
20934	26,3.73
20935	78,3.15
20936	70,3.76
20937	135,3.72
20938	41,3.70
20939	29,3.38
2094	87,3.59
20940	44,3.82
20941	107,4.06
20942	301,3.83
20943	22,3.45
20944	59,3.29
20945	51,3.35
20946	120,3.64
20947	89,3.19
20948	609,2.87
20949	65,3.91
2095	279,3.91
20950	73,3.88
20951	59,3.67
20952	27,4.22
20953	105,3.14
20954	76,3.36
20955	147,3.75
20956	144,3.10
20957	21,3.52
20958	54,2.96
20959	22,3.27
2096	23,3.72
20960	45,3.40
20961	641,3.32
20962	48,4.31
20963	21,3.57
20964	23,3.91
20965	164,3.57
20966	59,3.81
20967	71,4.11
20968	100,3.84
20969	632,3.99
2097	24,3.54
20970	20,4.05
20971	46,3.70
20972	109,3.64
20973	143,4.15
20974	288,3.93
20975	40,2.80
20976	24,3.17
20977	104,3.45
20978	464,3.93
20979	73,3.34
2098	187,3.59
20980	47,4.30
20981	238,2.81
20982	59,3.12
20983	49,4.02
20984	154,3.92
20985	33,3.58
20986	65,3.86
20987	356,4.02
20988	582,3.36
20989	43,3.70
2099	953,3.68
20990	78,3.49
20991	92,3.65
20992	43,3.67
20993	29,3.83
20994	50,2.92
20995	103,3.70
20996	38,3.82
20997	45,4.30
20998	23,3.48
20999	171,2.98
21	163,3.71
210	24,3.75
2100	60,2.79
21000	256,3.67
21001	295,3.89
21002	54,3.20
21003	93,3.88
21004	22,3.14
21005	25,3.40
21006	25,4.04
21007	177,3.52
21008	31,4.15
21009	38,3.95
2101	42,2.95
21010	20,1.50
21011	112,4.38
21012	87,3.85
21013	108,3.99
21014	27,3.41
21015	44,4.28
21016	242,4.23
21017	145,3.89
21018	96,3.21
21019	117,3.30
2102	20,3.53
21020	203,3.98
21021	81,4.09
21022	313,3.71
21023	587,3.62
21024	172,3.79
21025	48,2.35
21026	62,3.90
21027	287,3.59
21028	183,3.08
21029	32,3.66
2103	25,3.18
21030	56,3.57
21031	20,4.15
21032	124,3.57
21033	23,4.00
21034	29,3.97
21035	34,3.78
21036	109,3.78
21037	117,4.15
21038	24,3.42
21039	162,3.68
2104	235,3.49
21040	23,4.13
21041	83,3.82
21042	101,3.85
21043	20,3.90
21044	287,3.56
21045	132,2.65
21046	43,3.65
21047	100,3.25
21048	43,3.60
21049	70,3.36
2105	20,3.50
21050	90,3.06
21051	184,3.92
21052	84,4.52
21053	32,2.84
21054	20,1.80
21055	968,3.07
21056	121,3.68
21057	1146,2.95
21058	244,4.00
21059	141,3.56
2106	24,3.83
21060	27,3.50
21061	147,3.18
21062	31,2.97
21063	36,3.86
21064	160,3.88
21065	26,4.00
21066	120,3.24
21067	261,3.53
21068	35,4.17
21069	52,3.63
2107	518,3.79
21070	1776,4.10
21071	84,3.21
21072	53,3.96
21073	100,3.80
21074	231,4.14
21075	189,3.63
21076	106,3.24
21077	30,2.67
21078	1765,2.98
21079	28,4.11
2108	66,3.63
21080	119,3.43
21081	78,4.01
21082	726,3.60
21083	60,3.30
21084	25,3.64
21085	56,3.84
21086	459,3.67
21087	23,3.78
21088	104,3.67
21089	176,3.38
2109	201,3.89
21090	20,3.73
21091	57,3.39
21092	20,2.78
21093	26,2.65
21094	215,3.05
21095	80,3.58
21096	385,3.58
21097	36,3.40
21098	22,4.50
21099	39,3.54
211	63,4.03
2110	20,3.90
21100	48,3.33
21101	66,4.39
21102	30,3.57
21103	26,4.35
21104	32,4.08
21105	98,4.52
21106	362,2.49
21107	183,2.97
21108	469,3.71
21109	44,3.55
2111	30,4.10
21110	83,3.40
21111	139,3.16
21112	25,3.32
21113	110,4.11
21114	53,3.62
21115	23,2.96
21116	26,3.75
21117	106,3.96
21118	56,2.89
21119	419,3.91
2112	20,2.73
21120	76,2.97
21121	196,3.79
21122	55,3.80
21123	21,3.52
21124	211,3.28
21125	41,3.17
21126	55,3.91
21127	258,3.92
21128	169,3.85
21129	330,3.78
2113	681,3.10
21130	184,3.31
21131	44,4.48
21132	735,3.64
21133	25,3.36
21134	170,3.46
21135	22,3.95
21136	237,3.44
21137	237,3.93
21138	30,4.00
21139	149,3.85
2114	189,3.37
21140	42,3.67
21141	33,3.62
21142	43,3.79
21143	54,3.66
21144	105,4.11
21145	411,3.33
21146	86,4.28
21147	37,3.22
21148	23,3.00
21149	31,3.29
2115	25,3.80
21150	107,4.36
21151	23,2.96
21152	231,3.20
21153	118,3.74
21154	72,3.67
21155	27,3.65
21156	162,3.65
21157	539,3.64
21158	90,3.74
21159	22,3.50
2116	100,3.36
21160	31,3.39
21161	20,4.35
21162	46,3.33
21163	2305,3.01
21164	71,3.86
21165	826,2.96
21166	72,3.43
21167	112,3.70
21168	40,4.01
21169	22,3.55
2117	271,2.79
21170	60,4.36
21171	336,3.62
21172	34,3.82
21173	26,3.42
21174	154,3.23
21175	47,4.19
21176	220,4.77
21177	299,3.67
21178	153,3.56
21179	703,3.05
2118	82,3.60
21180	91,4.18
21181	36,3.94
21182	273,3.72
21183	98,3.54
21184	23,3.48
21185	631,3.84
21186	1120,3.50
21187	26,3.50
21188	45,2.93
21189	180,2.88
2119	169,3.78
21190	43,3.98
21191	235,3.36
21192	92,3.37
21193	406,3.84
21194	312,2.80
21195	46,3.54
21196	131,4.02
21197	20,3.68
21198	108,3.35
21199	156,3.54
212	50,3.58
2120	129,3.89
21200	414,3.58
21201	355,3.05
21202	148,3.47
21203	48,4.27
21204	23,3.57
21205	25,3.92
21206	159,3.70
21207	21,4.57
21208	63,4.17
21209	46,3.72
2121	81,3.31
21210	107,4.35
21211	73,4.51
21212	58,3.74
21213	27,3.81
21214	67,3.86
21215	539,3.74
21216	20,2.93
21217	119,3.50
21218	104,3.55
21219	188,3.52
2122	115,2.94
21220	96,3.40
21221	32,4.17
21222	32,3.81
21223	329,3.52
21224	56,3.93
21225	29,3.48
21226	281,4.02
21227	27,3.48
21228	85,4.29
21229	25,4.44
2123	38,4.11
21230	27,3.74
21231	66,3.73
21232	74,3.80
21233	44,3.48
21234	61,4.03
21235	43,2.33
21236	51,3.65
21237	32,3.88
21238	22,2.55
21239	145,3.28
2124	33,4.18
21240	93,3.67
21241	24,4.04
21242	176,3.20
21243	46,3.78
21244	106,4.41
21245	176,3.94
21246	42,3.50
21247	35,3.23
21248	28,2.61
21249	168,4.07
2125	27,3.78
21250	172,3.83
21251	182,3.91
21252	30,3.88
21253	34,3.68
21254	45,3.42
21255	56,4.27
21256	20,3.45
21257	108,3.35
21258	25,3.28
21259	66,4.20
2126	223,3.82
21260	230,4.09
21261	24,4.00
21262	85,3.84
21263	181,3.63
21264	207,3.28
21265	45,3.69
21266	46,3.74
21267	88,4.26
21268	26,3.56
21269	159,3.69
2127	101,3.78
21270	84,3.60
21271	62,4.00
21272	51,3.14
21273	33,3.97
21274	22,4.36
21275	32,4.16
21276	41,3.80
21277	251,3.85
21278	345,3.28
21279	84,3.52
2128	127,3.77
21280	552,3.33
21281	28,3.29
21282	37,3.84
21283	50,2.70
21284	559,4.19
21285	272,3.26
21286	29,3.31
21287	122,3.30
21288	201,4.26
21289	187,3.46
2129	43,3.60
21290	46,4.15
21291	30,3.82
21292	44,3.97
21293	130,3.94
21294	58,3.84
21295	32,3.88
21296	21,4.29
21297	100,3.81
21298	20,3.58
21299	33,3.91
213	80,4.53
2130	38,3.53
21300	186,3.64
21301	792,3.04
21302	520,4.16
21303	96,4.09
21304	112,3.42
21305	148,4.25
21306	86,3.53
21307	41,3.63
21308	21,4.24
21309	84,3.78
2131	75,3.95
21310	53,3.55
21311	231,4.24
21312	77,3.31
21313	82,3.09
21314	62,3.48
21315	101,4.36
21316	286,3.97
21317	73,3.97
21318	24,3.90
21319	26,3.96
2132	20,3.23
21320	31,2.97
21321	55,3.56
21322	264,3.48
21323	64,3.40
21324	130,3.66
21325	40,4.15
21326	310,3.59
21327	151,4.08
21328	120,3.77
21329	166,3.89
2133	31,3.32
21330	117,4.18
21331	213,4.35
21332	55,3.09
21333	106,2.87
21334	69,3.52
21335	87,4.26
21336	56,3.60
21337	402,3.62
21338	39,3.76
21339	129,3.36
2134	53,2.77
21340	281,2.95
21341	170,3.96
21342	137,3.92
21343	457,3.48
21344	217,2.99
21345	29,3.55
21346	120,3.95
21347	104,3.41
21348	168,3.77
21349	1170,3.03
2135	39,3.83
21350	113,3.53
21351	91,3.55
21352	24,3.88
21353	209,3.65
21354	20,4.08
21355	183,3.07
21356	153,3.30
21357	53,3.91
21358	51,4.12
21359	120,3.37
2136	201,4.21
21360	20,3.48
21361	39,4.01
21362	221,4.41
21363	476,3.99
21364	216,3.21
21365	50,3.47
21366	54,4.02
21367	48,3.44
21368	282,3.70
21369	29,4.03
2137	106,4.28
21370	125,3.07
21371	47,3.95
21372	45,3.31
21373	57,3.63
21374	287,3.54
21375	208,3.82
21376	25,3.62
21377	86,4.07
21378	633,3.45
21379	30,4.00
2138	564,3.55
21380	78,4.03
21381	513,4.65
21382	82,2.29
21383	85,3.94
21384	31,4.23
21385	29,3.40
21386	33,4.09
21387	389,3.16
21388	28,3.61
21389	22,3.82
2139	120,3.55
21390	83,4.11
21391	2187,3.12
21392	227,3.28
21393	89,3.95
21394	22,4.23
21395	316,2.76
21396	25,3.32
21397	63,3.75
21398	2477,3.64
21399	26,3.44
214	29,3.86
2140	197,4.16
21400	20,3.35
21401	29,3.83
21402	25,3.96
21403	67,3.78
21404	364,4.06
21405	24,3.25
21406	23,4.17
21407	35,3.09
21408	707,3.58
21409	145,3.70
2141	83,3.40
21410	82,4.06
21411	23,3.74
21412	410,2.80
21413	42,3.62
21414	141,4.01
21415	131,3.67
21416	35,3.63
21417	68,4.00
21418	20,2.35
21419	69,3.91
2142	29,3.97
21420	148,2.44
21421	423,3.32
21422	313,4.63
21423	79,3.90
21424	55,3.58
21425	162,3.83
21426	107,3.27
21427	156,3.87
21428	69,4.32
21429	65,3.74
2143	125,4.09
21430	250,3.84
21431	22,4.36
21432	41,3.70
21433	303,3.41
21434	43,3.72
21435	86,3.16
21436	37,3.57
21437	30,4.17
21438	52,3.75
21439	44,3.86
2144	68,2.32
21440	25,3.24
21441	253,2.97
21442	20,2.68
21443	188,3.68
21444	45,3.47
21445	78,3.79
21446	252,3.86
21447	60,3.47
21448	109,3.67
21449	45,3.36
2145	56,3.89
21450	37,3.89
21451	92,4.01
21452	22,4.27
21453	36,3.69
21454	69,3.59
21455	108,3.91
21456	22,2.11
21457	30,3.25
21458	47,4.47
21459	76,3.37
2146	20,3.05
21460	23,3.28
21461	24,4.08
21462	20,2.70
21463	103,3.75
21464	65,3.64
21465	34,3.76
21466	122,3.97
21467	101,3.43
21468	21,3.62
21469	63,3.90
2147	486,3.13
21470	54,2.73
21471	69,3.67
21472	25,4.16
21473	117,3.68
21474	30,3.90
21475	66,3.41
21476	31,3.77
21477	27,1.72
21478	140,3.46
21479	149,3.81
2148	28,2.61
21480	181,3.71
21481	39,4.49
21482	82,3.85
21483	45,3.87
21484	106,3.60
21485	20,2.58
21486	130,3.57
21487	132,3.63
21488	140,4.20
21489	81,4.56
2149	35,3.31
21490	121,4.05
21491	44,3.48
21492	35,3.34
21493	32,3.78
21494	20,3.98
21495	63,4.06
21496	750,3.04
21497	172,3.87
21498	227,3.42
21499	28,3.64
215	314,3.45
2150	231,3.49
21500	95,4.48
21501	29,4.10
21502	22,3.91
21503	130,4.14
21504	56,3.82
21505	74,3.41
21506	275,3.58
21507	20,3.55
21508	243,3.23
21509	64,3.16
2151	259,3.56
21510	97,4.34
21511	60,3.73
21512	48,4.25
21513	83,3.82
21514	33,3.67
21515	20,3.55
21516	218,3.41
21517	236,3.53
21518	30,3.97
21519	79,4.36
2152	30,3.07
21520	27,4.22
21521	27,3.59
21522	32,3.94
21523	383,3.90
21524	42,4.14
21525	406,3.55
21526	208,3.66
21527	159,2.67
21528	240,2.98
21529	29,3.38
2153	274,3.91
21530	37,3.16
21531	70,3.36
21532	144,4.32
21533	33,3.61
21534	48,2.81
21535	43,4.79
21536	43,3.67
21537	100,4.25
21538	250,3.96
21539	22,3.73
2154	23,3.39
21540	71,3.34
21541	63,3.97
21542	31,4.92
21543	166,3.49
21544	124,3.76
21545	30,3.32
21546	42,3.81
21547	90,4.20
21548	109,4.26
21549	99,3.75
2155	110,3.24
21550	61,3.36
21551	48,3.83
21552	119,4.12
21553	76,3.99
21554	70,3.86
21555	25,3.76
21556	101,3.70
21557	50,4.11
21558	38,3.92
21559	81,3.08
2156	36,4.03
21560	33,3.79
21561	54,3.55
21562	294,3.05
21563	547,3.31
21564	65,3.49
21565	65,4.31
21566	23,3.91
21567	41,3.79
21568	24,3.71
21569	109,3.81
2157	106,3.75
21570	328,3.34
21571	20,1.60
21572	69,3.41
21573	83,2.89
21574	151,4.05
21575	37,3.55
21576	62,3.73
21577	65,3.60
21578	48,3.94
21579	119,3.55
2158	733,3.78
21580	31,3.68
21581	500,3.07
21582	116,3.98
21583	56,2.53
21584	285,3.60
21585	50,3.54
21586	24,3.88
21587	122,4.23
21588	69,3.84
21589	70,4.04
2159	165,3.87
21590	147,3.48
21591	70,3.40
21592	331,3.97
21593	470,4.45
21594	147,3.38
21595	34,4.03
21596	25,2.68
21597	20,1.90
21598	78,2.46
21599	93,4.07
216	42,3.67
2160	91,4.08
21600	78,3.87
21601	1073,4.04
21602	20,2.73
21603	92,3.26
21604	85,3.62
21605	222,3.29
21606	159,4.08
21607	40,4.14
21608	125,3.03
21609	279,3.28
2161	677,4.08
21610	20,3.48
21611	52,3.67
21612	67,3.96
21613	113,4.32
21614	24,3.38
21615	26,3.31
21616	49,4.06
21617	556,3.37
21618	49,3.49
21619	239,3.87
2162	100,3.52
21620	30,2.40
21621	27,3.57
21622	29,3.10
21623	181,3.61
21624	89,4.09
21625	37,3.97
21626	47,4.30
21627	525,3.37
21628	208,3.60
21629	44,3.33
2163	207,3.46
21630	69,3.59
21631	20,3.90
21632	53,3.52
21633	318,4.05
21634	217,3.40
21635	32,3.92
21636	31,4.03
21637	243,3.58
21638	59,3.80
21639	36,4.19
2164	103,2.93
21640	21,2.62
21641	20,3.38
21642	42,3.68
21643	120,3.76
21644	45,3.16
21645	67,2.81
21646	28,4.21
21647	62,3.68
21648	58,3.13
21649	63,3.19
2165	101,3.59
21650	294,3.39
21651	348,3.51
21652	147,3.78
21653	28,3.86
21654	108,4.02
21655	279,3.01
21656	27,3.59
21657	36,3.33
21658	70,3.86
21659	30,3.33
2166	107,3.16
21660	67,4.00
21661	21,3.24
21662	166,4.15
21663	558,3.55
21664	1284,3.38
21665	139,2.54
21666	61,3.68
21667	51,3.07
21668	766,4.19
21669	42,4.00
2167	67,3.69
21670	152,3.44
21671	60,3.23
21672	700,3.12
21673	42,3.70
21674	31,3.37
21675	40,3.38
21676	32,3.66
21677	561,3.12
21678	186,3.06
21679	230,3.81
2168	57,3.71
21680	23,3.83
21681	78,3.38
21682	212,3.76
21683	30,3.30
21684	70,3.63
21685	20,3.50
21686	50,3.80
21687	21,4.76
21688	20,3.48
21689	29,3.86
2169	65,3.49
21690	639,3.47
21691	200,3.59
21692	42,3.50
21693	62,3.71
21694	52,3.63
21695	159,3.50
21696	53,4.31
21697	146,3.50
21698	57,4.49
21699	80,3.19
217	22,3.48
2170	112,3.90
21700	122,3.94
21701	27,3.22
21702	21,4.10
21703	38,3.53
21704	111,3.64
21705	347,4.07
21706	223,3.70
21707	23,3.96
21708	38,3.79
21709	28,3.00
2171	673,3.72
21710	48,3.56
21711	533,2.98
21712	103,3.72
21713	31,2.81
21714	878,2.92
21715	104,4.12
21716	24,4.23
21717	711,3.90
21718	257,4.06
21719	394,3.40
2172	96,3.60
21720	57,3.47
21721	32,3.73
21722	48,3.41
21723	128,3.13
21724	21,4.19
21725	25,3.36
21726	69,3.22
21727	20,4.25
21728	201,3.68
21729	107,3.94
2173	21,4.00
21730	86,3.78
21731	21,4.14
21732	92,3.36
21733	23,3.52
21734	20,4.28
21735	21,3.45
21736	36,4.03
21737	185,2.99
21738	175,4.49
21739	54,3.44
2174	131,4.25
21740	60,4.26
21741	20,3.55
21742	26,3.69
21743	47,4.34
21744	104,3.00
21745	200,2.19
21746	473,4.32
21747	33,2.79
21748	25,4.20
21749	27,3.52
2175	100,3.71
21750	56,4.63
21751	22,4.11
21752	41,3.90
21753	35,3.86
21754	43,3.49
21755	72,3.07
21756	30,3.83
21757	612,3.38
21758	27,3.07
21759	203,4.06
2176	106,3.64
21760	22,3.09
21761	82,4.24
21762	57,3.97
21763	293,2.75
21764	24,2.15
21765	115,4.10
21766	25,3.64
21767	43,3.37
21768	312,3.54
21769	71,3.30
2177	114,3.53
21770	175,3.47
21771	27,3.33
21772	20,4.05
21773	70,3.61
21774	96,3.95
21775	45,3.78
21776	55,3.63
21777	30,3.90
21778	55,4.16
21779	32,4.66
2178	36,3.54
21780	91,3.94
21781	351,4.38
21782	47,3.66
21783	129,3.32
21784	142,3.44
21785	86,3.40
21786	32,4.09
21787	97,4.24
21788	49,3.77
21789	319,3.36
2179	55,2.45
21790	41,3.78
21791	31,3.52
21792	297,3.68
21793	130,3.78
21794	180,3.92
21795	36,3.67
21796	90,4.03
21797	98,2.82
21798	93,3.40
21799	53,2.87
218	180,3.86
2180	52,4.83
21800	139,4.06
21801	141,3.83
21802	28,3.57
21803	106,4.33
21804	25,3.76
21805	264,3.70
21806	656,2.95
21807	106,3.40
21808	64,3.49
21809	243,3.34
2181	140,3.64
21810	65,3.46
21811	226,3.74
21812	73,2.73
21813	40,3.23
21814	159,2.55
21815	248,3.80
21816	178,4.20
21817	279,3.52
21818	103,4.18
21819	110,3.32
2182	25,3.88
21820	50,3.99
21821	390,3.75
21822	41,3.93
21823	37,3.11
21824	188,3.74
21825	20,4.45
21826	270,3.46
21827	52,2.90
21828	100,3.55
21829	272,4.13
2183	40,3.53
21830	27,3.67
21831	48,3.38
21832	83,3.65
21833	21,3.86
21834	89,3.85
21835	128,3.48
21836	116,3.85
21837	71,3.46
21838	24,4.83
21839	24,3.54
2184	437,3.38
21840	1142,3.85
21841	25,3.58
21842	480,3.39
21843	55,3.89
21844	72,3.91
21845	502,3.30
21846	20,4.20
21847	68,3.37
21848	24,3.25
21849	25,3.64
2185	49,3.65
21850	721,3.92
21851	188,4.21
21852	198,3.24
21853	388,3.68
21854	41,3.88
21855	22,4.36
21856	40,3.85
21857	151,3.04
21858	34,3.24
21859	512,3.03
2186	37,3.68
21860	663,3.37
21861	2174,3.53
21862	150,4.19
21863	57,3.53
21864	35,4.00
21865	34,3.26
21866	122,3.47
21867	20,3.88
21868	148,3.57
21869	154,3.69
2187	48,3.48
21870	173,3.02
21871	20,4.65
21872	119,3.41
21873	50,3.48
21874	186,4.09
21875	83,3.53
21876	37,3.69
21877	99,3.33
21878	111,3.32
21879	20,3.80
2188	345,4.03
21880	26,3.48
21881	51,4.48
21882	20,3.85
21883	36,3.50
21884	256,3.63
21885	543,3.77
21886	203,3.59
21887	20,2.60
21888	134,3.90
21889	174,3.70
2189	28,3.86
21890	102,4.27
21891	200,3.46
21892	376,2.82
21893	67,3.75
21894	24,3.13
21895	365,3.86
21896	74,4.57
21897	48,3.19
21898	469,3.49
21899	100,3.79
219	55,3.76
2190	22,3.73
21900	240,3.33
21901	410,3.02
21902	396,3.41
21903	22,2.43
21904	136,3.95
21905	257,3.36
21906	24,4.00
21907	66,3.33
21908	47,4.06
21909	606,3.18
2191	300,3.05
21910	38,3.25
21911	68,3.71
21912	35,3.26
21913	85,4.15
21914	43,3.56
21915	31,3.15
21916	23,4.00
21917	34,3.91
21918	55,3.07
21919	29,3.66
2192	54,3.66
21920	47,3.40
21921	148,3.06
21922	519,3.69
21923	108,3.50
21924	93,3.80
21925	35,3.97
21926	28,3.36
21927	383,3.45
21928	79,3.92
21929	22,3.73
2193	338,2.92
21930	41,4.54
21931	106,3.28
21932	23,3.83
21933	65,3.55
21934	342,3.69
21935	145,3.48
21936	58,3.93
21937	52,4.17
21938	517,3.99
21939	30,3.93
2194	39,3.73
21940	26,4.00
21941	50,2.69
21942	171,3.09
21943	63,3.02
21944	73,3.32
21945	206,3.51
21946	61,3.75
21947	20,3.75
21948	32,3.59
21949	20,3.00
2195	44,3.98
21950	89,3.21
21951	21,3.67
21952	220,3.75
21953	40,3.20
21954	32,3.84
21955	276,3.30
21956	175,3.77
21957	38,3.63
21958	55,4.09
21959	102,3.54
2196	46,3.87
21960	363,3.16
21961	47,4.24
21962	21,3.57
21963	27,3.81
21964	84,3.57
21965	22,3.45
21966	21,3.67
21967	167,3.89
21968	374,3.37
21969	216,3.08
2197	227,3.85
21970	126,3.63
21971	85,3.27
21972	167,3.07
21973	54,3.37
21974	48,3.59
21975	26,3.50
21976	40,4.05
21977	183,3.36
21978	279,3.55
21979	73,2.95
2198	405,3.41
21980	21,3.71
21981	22,2.07
21982	465,3.27
21983	165,3.69
21984	37,4.51
21985	23,3.67
21986	64,4.03
21987	23,2.78
21988	31,3.94
21989	41,3.83
2199	80,3.54
21990	20,4.00
21991	56,4.28
21992	63,4.16
21993	56,4.34
21994	25,3.88
21995	75,3.77
21996	35,2.86
21997	330,3.86
21998	78,3.15
21999	105,4.16
22	133,3.59
220	407,3.79
2200	57,3.81
22000	172,4.21
22001	42,4.00
22002	26,3.90
22003	211,3.91
22004	41,3.63
22005	27,4.15
22006	56,3.71
22007	37,3.38
22008	384,3.95
22009	56,3.73
2201	49,3.96
22010	51,3.45
22011	72,3.19
22012	42,2.92
22013	134,3.72
22014	24,2.85
22015	47,4.54
22016	53,4.17
22017	352,3.48
22018	52,4.27
22019	22,2.84
2202	136,3.19
22020	27,3.94
22021	105,3.81
22022	25,4.08
22023	93,3.38
22024	28,4.29
22025	1071,2.67
22026	62,3.79
22027	413,4.16
22028	193,3.81
22029	265,3.92
2203	62,3.99
22030	177,3.95
22031	54,4.31
22032	59,4.10
22033	94,4.50
22034	79,4.15
22035	38,3.45
22036	60,3.52
22037	35,3.97
22038	31,3.42
22039	60,4.00
2204	196,3.62
22040	67,4.00
22041	253,3.46
22042	74,4.09
22043	22,3.23
22044	40,3.58
22045	73,3.71
22046	23,3.87
22047	66,4.02
22048	30,3.07
22049	20,2.58
2205	78,3.78
22050	71,3.59
22051	23,4.24
22052	36,3.78
22053	187,3.27
22054	112,3.61
22055	88,3.65
22056	129,3.27
22057	20,3.45
22058	434,3.06
22059	193,3.68
2206	195,4.28
22060	251,3.82
22061	366,4.32
22062	51,4.47
22063	539,3.89
22064	38,3.34
22065	115,3.90
22066	37,4.05
